name,country,genre,date_of_birth,date_of_death
Frédéric Devreese,BELGIUM,Classical,born 1929,
Antonius Divitis,BELGIUM,Classical,Anthonius Rycke,
Guillaume Dufay,BELGIUM,Classical,1397,1474
Henri Dumont,BELGIUM,Classical,1610,1684
Albert Dupuis,BELGIUM,Classical,1877,1967
Sylvain Dupuis,BELGIUM,Classical,1856,1931
Theodor Evertz,BELGIUM,Classical,fl. c. 1554,
Ernest van der Eyken,BELGIUM,Classical,1913,2010
François-Joseph Fétis,BELGIUM,Classical,1784,1871
Jean-Joseph Fiocco,BELGIUM,Classical,1686,1746
Joseph-Hector Fiocco,BELGIUM,Classical,1703,1741
Jacqueline Fontyn,BELGIUM,Classical,born 1930,
César Franck,BELGIUM,Classical,1822,1890
Pierre Froidebise,BELGIUM,Classical,1914,1962
Frans Geysen,BELGIUM,Classical,born 1936,
Géry de Ghersem,BELGIUM,Classical,1573/1575,1630
Matthias van den Gheyn,BELGIUM,Classical,1721,1785
Johannes Ghiselin,BELGIUM,Classical,Verbonnet,
Paul Gilson,BELGIUM,Classical,1865,1942
Eugène Godecharle,BELGIUM,Classical,1742,1798
Félix Godefroid,BELGIUM,Classical,1818,1897
Lucien Goethals,BELGIUM,Classical,1931,2006
Karel Goeyvaerts,BELGIUM,Classical,1923,1993
Nicolas Gombert,BELGIUM,Classical,c. 1495,c. 1560
François Joseph Gossec,BELGIUM,Classical,1734,1829
André Ernest Modeste Grétry,BELGIUM,Classical,1741,1813
Albert Grisar,BELGIUM,Classical,1808,1869
Carolus Hacquart,BELGIUM,Classical,c. 1640,1701?
Hayne van Ghizeghem,BELGIUM,Classical,c.  1445,after 1476
Wim Henderickx,BELGIUM,Classical,born 1962,
Léonard de Hodémont,BELGIUM,Classical,c. 1575,1639
Jef van Hoof,BELGIUM,Classical,1886,1959
Albert Huybrechts,BELGIUM,Classical,1899,1938
Heinrich Isaac,BELGIUM,Classical,Henricus Ysaac,
Joseph Jongen,BELGIUM,Classical,1873,1953
Josquin des Prez,BELGIUM,Classical,c. 1450/1455,1521
Joannes Florentius a Kempis,BELGIUM,Classical,1635,after 1711
Nicolaes a Kempis,BELGIUM,Classical,c. 1600,1676
Abraham van den Kerckhoven,BELGIUM,Classical,c. 1618,c. 1701
Jacobus de Kerle,BELGIUM,Classical,1531/1532,1591
Pierre Kolp,BELGIUM,Classical,born 1969,
George de La Hèle,BELGIUM,Classical,1547,1586
André Laporte,BELGIUM,Classical,born 1931,
Eduard Lassen,BELGIUM,Classical,1830,1904
Orlandus Lassus,BELGIUM,Classical,c. 1532,1594
Victor Legley,BELGIUM,Classical,1915,1994
Guillaume Lekeu,BELGIUM,Classical,1870,1894
Jacques-Nicolas Lemmens,BELGIUM,Classical,1823,1881
Nicholas Lens,BELGIUM,Classical,born 1957,
Jacques Loeillet,BELGIUM,Classical,1685,1748
Jean Baptiste Loeillet of Ghent,BELGIUM,Classical,1688,c. 1720
Jean-Baptiste Loeillet of London,BELGIUM,Classical,John Loeillet,
Carolus Luython,BELGIUM,Classical,1557,1620
Jef Maes,BELGIUM,Classical,1905,1996
Désiré Magnus,BELGIUM,Classical,1828,1884
Pieter van Maldere,BELGIUM,Classical,1729,1768
Philibert Mees,BELGIUM,Classical,1929,2006
Martin-Joseph Mengal,BELGIUM,Classical,1784,1851
Wim Mertens,BELGIUM,Classical,born 1953,
Guilielmus Messaus,BELGIUM,Classical,1589,1640
Arthur Meulemans,BELGIUM,Classical,1884,1966
Jérôme-Joseph de Momigny,BELGIUM,Classical,1762,1842
Philippus de Monte,BELGIUM,Classical,1521,1603
Lodewijk Mortelmans,BELGIUM,Classical,1868,1952
Raymond Moulaert,BELGIUM,Classical,,
Vic Nees,BELGIUM,Classical,1936,2013
Jacob Obrecht,BELGIUM,Classical,c. 1457/1458,1505
Johannes Ockeghem,BELGIUM,Classical,c. 1410/1425,1497
Willy Ostijn,BELGIUM,Classical,1913,1993
Flor Peeters,BELGIUM,Classical,1903,1986
Andreas Pevernage,BELGIUM,Classical,1542/1543,1591
Matthaeus Pipelare,BELGIUM,Classical,c. 1450,c. 1515
Marcel Poot,BELGIUM,Classical,1901,1988
Henri Pousseur,BELGIUM,Classical,1929,2009
Marcel Quinet,BELGIUM,Classical,1915,1986
Jean-Théodore Radoux,BELGIUM,Classical,1835,1911
Godfried-Willem Raes,BELGIUM,Classical,born 1952,
Jean Rogister,BELGIUM,Classical,1879,1964
Mateo Romero,BELGIUM,Classical,Mathieu Rosmarin,
Cipriano de Rore,BELGIUM,Classical,1515/1516,1565
Pierre de la Rue,BELGIUM,Classical,c. 1452,1518
Joseph Ryelandt,BELGIUM,Classical,1870,1965
Jacques de Saint-Luc,BELGIUM,Classical,1616,c. 1710
Maurice Schoemaker,BELGIUM,Classical,1890,1964
Philippus Schoendorff,BELGIUM,Classical,1558,1617
Adrien François Servais,BELGIUM,Classical,1807,1866
Jean-Baptiste Singelée,BELGIUM,Classical,1812,1875
André Souris,BELGIUM,Classical,1899,1970
Daniel Sternefeld,BELGIUM,Classical,1905,1986
Johannes de Stokem,BELGIUM,Classical,c. 1445,1487 or 1501
César Thomson,BELGIUM,Classical,1857,1931
Johannes Tinctoris,BELGIUM,Classical,c. 1435,1511
Edgar Tinel,BELGIUM,Classical,1854,1912
Geert van Turnhout,BELGIUM,Classical,c. 1520,1580
Alexander Utendal,BELGIUM,Classical,1543/1545,1581
Yolande Uyttenhove,BELGIUM,Classical,1925,2000
Jacobus Vaet,BELGIUM,Classical,c.  1529,1567
Jan Van der Roost,BELGIUM,Classical,born 1956,
Maurice Vaute,BELGIUM,Classical,1913,2000
Carl Verbraeken,BELGIUM,Classical,born 1950,
Cornelis Verdonck,BELGIUM,Classical,1563,1625
Gaspar Verlit,BELGIUM,Classical,1622,1682
Henri Vieuxtemps,BELGIUM,Classical,1820,1881
Lodewijk De Vocht,BELGIUM,Classical,,
Hubert Waelrant,BELGIUM,Classical,c. 1517,1595
André Waignein,BELGIUM,Classical,born 1942,
Gaspar van Weerbeke,BELGIUM,Classical,c. 1445,after 1516
Giaches de Wert,BELGIUM,Classical,1535,1596
Adrian Willaert,BELGIUM,Classical,c. 1490,1562
Eugène Ysaÿe,BELGIUM,Classical,1858,1931
Théo Ysaÿe,BELGIUM,Classical,1865,1918
Sinan Alimanovic,BOSNIA AND HERZEGOVINA,Classical,born 1954,
Anđelka Bego-Šimunić,BOSNIA AND HERZEGOVINA,Classical,born 1941,
Franciscus Bossinensis,BOSNIA AND HERZEGOVINA,Classical,1485,1535
Rade Jovanović,BOSNIA AND HERZEGOVINA,Classical,1928,1986
Vuk Kulenovic,BOSNIA AND HERZEGOVINA,Classical,1946,2017
Mladen Milicevic,BOSNIA AND HERZEGOVINA,Classical,born 1958,
Dino Residbegovic,BOSNIA AND HERZEGOVINA,Classical,born 1975,
Ališer Sijarić,BOSNIA AND HERZEGOVINA,Classical,born 1969,
Aleksa Šantić,BOSNIA AND HERZEGOVINA,Classical,1868,1924
Dino Zonić,BOSNIA AND HERZEGOVINA,Classical,born ?,
Hanan Hadžajlić,BOSNIA AND HERZEGOVINA,Classical,born 1991,
Ernani Aguiar,BRAZIL,no_info,born 1950,
José Antônio Rezende de Almeida Prado,BRAZIL,no_info,1943,2010
Jadir Ambrósio,BRAZIL,no_info,born 1922,
Jorge Antunes,BRAZIL,no_info,born 1942,
Armandinho,BRAZIL,no_info,born 1953,
Clarice Assad,BRAZIL,no_info,born 1978,
Sergio Assad,BRAZIL,no_info,born 1952,
Itamar Assumpção,BRAZIL,no_info,1949,2003
Marcos Balter,BRAZIL,no_info,,
Jacob do Bandolim,BRAZIL,no_info,,
Damião Barbosa de Araújo,BRAZIL,no_info,,
Cacilda Borges Barbosa,BRAZIL,no_info,,
Ary Barroso,BRAZIL,no_info,,
Belchior,BRAZIL,no_info,singer,
Tony Bellotto,BRAZIL,no_info,,
Rafael Bittencourt,BRAZIL,no_info,,
Aldir Blanc,BRAZIL,no_info,,
Luiz Bonfá,BRAZIL,no_info,,
Renato Borghetti,BRAZIL,no_info,,
Ronaldo Bôscoli,BRAZIL,no_info,,
Cláudio Botelho,BRAZIL,no_info,,
Antônio Francisco Braga,BRAZIL,no_info,,
Ernani Braga,BRAZIL,no_info,,
Leci Brandão,BRAZIL,no_info,,
Jayme Caetano Braun,BRAZIL,no_info,,
Sérgio Britto,BRAZIL,no_info,,
Lina Pires de Campos,BRAZIL,no_info,,
Cláudio Camunguelo,BRAZIL,no_info,,
Fábio Caramuru,BRAZIL,no_info,,
Altamiro Carrilho,BRAZIL,no_info,,
Cartola,BRAZIL,no_info,,
Dinorá de Carvalho,BRAZIL,no_info,,
Sergio Cassiano,BRAZIL,no_info,,
Nelson Cavaquinho,BRAZIL,no_info,,
Danilo Caymmi,BRAZIL,no_info,,
Cazuza,BRAZIL,no_info,,
Celeste Jaguaribe de Matos Faria,BRAZIL,no_info,,
Clarisse Leite,BRAZIL,no_info,,
Baby Consuelo,BRAZIL,no_info,,
Fabio Costa,BRAZIL,no_info,,
Yamandu Costa,BRAZIL,no_info,,
Henrique de Curitiba,BRAZIL,no_info,,
Braz da Viola,BRAZIL,no_info,,
Sandra de Sá,BRAZIL,no_info,,
Dominguinhos,BRAZIL,no_info,,
Rogério Duprat,BRAZIL,no_info,,
Eron Falbo,BRAZIL,no_info,,
Marcelo Falcão,BRAZIL,no_info,,
Márcio Faraco,BRAZIL,no_info,,
Maria Helena Rosas Fernandes,BRAZIL,no_info,,
Oscar Lorenzo Fernández,BRAZIL,no_info,,
Ronaldo Folegatti,BRAZIL,no_info,,
Walter Franco,BRAZIL,no_info,,
Marcelo Fromer,BRAZIL,no_info,,
Luciano Gallet,BRAZIL,no_info,,
Edu da Gaita,BRAZIL,no_info,,
Léo Gandelman,BRAZIL,no_info,,
José Maurício Nunes Garcia,BRAZIL,no_info,,
Charles Gavin,BRAZIL,no_info,,
Egberto Gismonti,BRAZIL,no_info,,
Radamés Gnattali,BRAZIL,no_info,,
Zequinha de Abreu,BRAZIL,no_info,,
Antônio Carlos Gomes,BRAZIL,no_info,,
Chiquinha Gonzaga,BRAZIL,no_info,,
Gonzaguinha,BRAZIL,no_info,,
Camargo Guarnieri,BRAZIL,no_info,,
Fátima Guedes,BRAZIL,no_info,,
César Guerra-Peixe,BRAZIL,no_info,,
Guinga,BRAZIL,no_info,,
Waldemar Henrique,BRAZIL,no_info,,
Amy Elsie Horrocks,BRAZIL,no_info,,
Najla Jabor,BRAZIL,no_info,,
Léo Jaime,BRAZIL,no_info,,
Antonio Carlos Jobim,BRAZIL,no_info,,
Henry Jolles,BRAZIL,no_info,,
Jorge Ben Jor,BRAZIL,no_info,,
Flávio José,BRAZIL,no_info,,
João MacDowell,BRAZIL,no_info,,
Eunice Katunda,BRAZIL,no_info,,
Hans-Joachim Koellreutter,BRAZIL,no_info,,
Osvaldo Lacerda,BRAZIL,no_info,,
Dona Ivone Lara,BRAZIL,no_info,,
Victor Lazzarini,BRAZIL,no_info,,
Vânia Dantas Leite,BRAZIL,no_info,,
Alexandre Levy,BRAZIL,no_info,,
Paulo Costa Lima,BRAZIL,no_info,,
Ivan Lins,BRAZIL,no_info,,
Emerico Lobo de Mesquita,BRAZIL,no_info,,
Elias Álvares Lobo,BRAZIL,no_info,,
Edson Lopes,BRAZIL,no_info,,
Ernst Mahle,BRAZIL,no_info,,
Luísa Maita,BRAZIL,no_info,,
Gui Mallon,BRAZIL,no_info,,
Luiz Marenco,BRAZIL,no_info,,
Ugo Marotta,BRAZIL,no_info,,
Herivelto Martins,BRAZIL,no_info,,
Jorge Mautner,BRAZIL,no_info,,
Julio Medaglia,BRAZIL,no_info,,
Ernst Mehlich,BRAZIL,no_info,,
Helena Meireles,BRAZIL,no_info,,
Branco Mello,BRAZIL,no_info,,
Gilberto Mendes,BRAZIL,no_info,,
Eduardo Mendonça,BRAZIL,no_info,,
Alexandre Menezes,BRAZIL,no_info,,
Francisco Mignone,BRAZIL,no_info,,
Leopoldo Miguez,BRAZIL,no_info,,
Paulo Miklos,BRAZIL,no_info,,
Eduardo Reck Miranda,BRAZIL,no_info,,
Ronaldo Miranda,BRAZIL,no_info,,
Miúcha,BRAZIL,no_info,,
Marisa Monte,BRAZIL,no_info,,
Jaques Morelenbaum,BRAZIL,no_info,,
Eli-Eri Moura,BRAZIL,no_info,,
Túlio Mourão,BRAZIL,no_info,,
Ernesto Nazareth,BRAZIL,no_info,,
Alberto Nepomuceno,BRAZIL,no_info,,
Dudu Nobre,BRAZIL,no_info,,
Marlos Nobre,BRAZIL,no_info,,
Ilza Nogueira,BRAZIL,no_info,,
João Nogueira,BRAZIL,no_info,,
Jocy de Oliveira,BRAZIL,no_info,,
Henrique Oswald,BRAZIL,no_info,,
Hermeto Pascoal,BRAZIL,no_info,,
Pit Passarell,BRAZIL,no_info,,
Zoltan Paulinyi,BRAZIL,no_info,,
Heitor Pereira,BRAZIL,no_info,,
Emanuel Dimas de Melo Pimenta,BRAZIL,no_info,,
Leila Pinheiro,BRAZIL,no_info,,
Pixinguinha,BRAZIL,no_info,,
Zé Ramalho,BRAZIL,no_info,,
Robertinho do Recife,BRAZIL,no_info,,
Dilermando Reis,BRAZIL,no_info,,
Nando Reis,BRAZIL,no_info,,
Marisa Rezende,BRAZIL,no_info,,
Angela Ro Ro,BRAZIL,no_info,,
Lupicínio Rodrigues,BRAZIL,no_info,,
Zé Rodrix,BRAZIL,no_info,,
Dom Um Romão,BRAZIL,no_info,,
Noel Rosa,BRAZIL,no_info,,
Tico Santa Cruz,BRAZIL,no_info,,
Cláudio Santoro,BRAZIL,no_info,,
Guido Santórsola,BRAZIL,no_info,,
Arthur Napoleão dos Santos,BRAZIL,no_info,,
Moacir Santos,BRAZIL,no_info,,
Esther Scliar,BRAZIL,no_info,,
Kilza Setti,BRAZIL,no_info,,
Francisco Manuel da Silva,BRAZIL,no_info,,
Joaquim Antonio,BRAZIL,no_info,Callado,
Adelaide Pereira da Silva,BRAZIL,no_info,,
Joanídia Sodré,BRAZIL,no_info,,
Mitar Subotić,BRAZIL,no_info,,
Ricardo Tacuchian,BRAZIL,no_info,,
Sebastião Tapajós,BRAZIL,no_info,,
Wagner Tiso,BRAZIL,no_info,,
Dudu Tucci,BRAZIL,no_info,,
Alceu Valença,BRAZIL,no_info,,
Geraldo Vandré,BRAZIL,no_info,,
Paulo Vanzolini,BRAZIL,no_info,,
José Carlos Amaral Vieira,BRAZIL,no_info,,
Ivan Vilela,BRAZIL,no_info,,
Martinho da Vila,BRAZIL,no_info,,
Heitor Villa-Lobos,BRAZIL,no_info,,
Kiko Zambianchi,BRAZIL,no_info,,
Edson Zampronha,BRAZIL,no_info,,
Emanuil Manolov,BULGARIA,Romantic,1860,1902
Dobri Hristov,BULGARIA,Modern and Contemporary,1875,1941
Petko Staynov,BULGARIA,Modern and Contemporary,1896,1977
Pancho Vladigerov,BULGARIA,Modern and Contemporary,1899,1978
Dimitar Nenov,BULGARIA,Modern and Contemporary,1901,1953
Veselin Stoyanov,BULGARIA,Modern and Contemporary,1902,1969
Marin Goleminov,BULGARIA,Modern and Contemporary,1908,2000
Georgi Tutev,BULGARIA,Modern and Contemporary,1924,1994
Petar Krumov,BULGARIA,Modern and Contemporary,born 1934,
Vassil Kazandjiev,BULGARIA,Modern and Contemporary,born 1934,
Milcho Leviev,BULGARIA,Modern and Contemporary,born 1937,
Emil Tabakov,BULGARIA,Modern and Contemporary,born 1947,
Julia Tsenova,BULGARIA,Modern and Contemporary,1948,2010
Michail Goleminov,BULGARIA,Modern and Contemporary,born 1956,
Georgi Arnaoudov,BULGARIA,Modern and Contemporary,born 1957,
Anna-Maria Ravnopolska-Dean,BULGARIA,Modern and Contemporary,born 1960,
Albena Petrovic-Vratchanska,BULGARIA,Modern and Contemporary,born 1965,
Dobrinka Tabakova,BULGARIA,Modern and Contemporary,born 1980,
Alexandra Fol,BULGARIA,Modern and Contemporary,born 1981,
John Abram,CANADA,no_info,born 1959,
Murray Adaskin,CANADA,no_info,1906,2002
Andrew Ager,CANADA,no_info,born 1962,
Kati Agócs,CANADA,no_info,born 1975,
Lucio Agostini,CANADA,no_info,1913,1996
Robert Aitken,CANADA,no_info,born 1939,
J. E. P. Aldous,CANADA,no_info,1853,1934
Gaston Allaire,CANADA,no_info,1916,2011
Émilien Allard,CANADA,no_info,1915,1977
Joseph Allard,CANADA,no_info,1873,1947
Peter Allen,CANADA,no_info,born 1952,
Kristi Allik,CANADA,no_info,born 1952,
Paul Ambrose,CANADA,no_info,1868,1941
Robert Ambrose,CANADA,no_info,1824,1908
W.H. Anderson,CANADA,no_info,1882,1955
Samuel Andreyev,CANADA,no_info,born 1981,
Humfrey Anger,CANADA,no_info,1862,1913
István Anhalt,CANADA,no_info,1919,2012
Paul Anka,CANADA,no_info,born 1941,
Louis Applebaum,CANADA,no_info,1918,2000
Violet Archer,CANADA,no_info,1913,2000
John Arpin,CANADA,no_info,1936,2007
Raynald Arseneault,CANADA,no_info,1945,1995
Maya Badian,CANADA,no_info,born 1945,
Michael Conway Baker,CANADA,no_info,born 1937,
Gerald Bales,CANADA,no_info,1919,2002
Steve Barakatt,CANADA,no_info,born 1973,
Lesley Barber,CANADA,no_info,born 1968,
Milton Barnes,CANADA,no_info,1931,2001
Joseph Beaulieu,CANADA,no_info,1895,1965
William Beauvais,CANADA,no_info,born 1956,
Christophe Beck,CANADA,no_info,born 1972,
John Beckwith,CANADA,no_info,born 1927,
Léon Bernier,CANADA,no_info,1936,2011
Denis Bédard,CANADA,no_info,born 1950,
Norma Beecroft,CANADA,no_info,born 1934,
Jack Behrens,CANADA,no_info,born 1935,
Marc Bélanger,CANADA,no_info,born 1940,
Alan Belkin,CANADA,no_info,born 1951,
Gilles Bellemare,CANADA,no_info,born 1952,
Herbert Belyea,CANADA,no_info,1917,2001
Boris Berlin,CANADA,no_info,1907,2001
Conrad Bernier,CANADA,no_info,1904,1988
Daniel Berthiaume,CANADA,no_info,born 1956,
Lorne Betts,CANADA,no_info,1918,1985
Amin Bhatia,CANADA,no_info,born 1961,
Jocelyne Binet,CANADA,no_info,1923,1968
Keith Bissell,CANADA,no_info,1912,1992
Lloyd Blackman,CANADA,no_info,born 1928,
Patricia Blomfield Holt,CANADA,no_info,1910,2003
Antoine Bouchard,CANADA,no_info,born 1932,
Linda Bouchard,CANADA,no_info,born 1957,
Victor Bouchard,CANADA,no_info,1926,2011
Adélard Joseph Boucher,CANADA,no_info,1835,1912
Lydia Boucher,CANADA,no_info,1890,1971
Walter Boudreau,CANADA,no_info,born 1947,
Ned Bouhalassa,CANADA,no_info,born 1962,
Denys Bouliane,CANADA,no_info,born 1955,
Pierre Brabant,CANADA,no_info,1925,2014
Timothy Brady,CANADA,no_info,born 1956,
Henry Brant,CANADA,no_info,1913,2008
Jean-Chrysostome Brauneis I,CANADA,no_info,1785,1832
Jean-Chrysostome Brauneis II,CANADA,no_info,1814,1871
Annie Glen Broder,CANADA,no_info,1857,1937
Alexander Brott,CANADA,no_info,1915,2005
Stephen Brown,CANADA,no_info,born 1948,
Edwin Orion Brownell,CANADA,no_info,born 1964,
Walter Buczynski,CANADA,no_info,born 1933,
John Burge,CANADA,no_info,born 1961,
John Burke,CANADA,no_info,1951,2020
Howard Cable,CANADA,no_info,1920,2016
Christian Calon,CANADA,no_info,born 1950,
Allison Cameron,CANADA,no_info,born 1963,
Nicole Carignan,CANADA,no_info,born 1952,
Bruce Carlson,CANADA,no_info,born 1944,
Albertine Caron-Legris,CANADA,no_info,1906,1972
Albert Chamberland,CANADA,no_info,1886,1975
Claude Champagne,CANADA,no_info,1891,1965
Dorothy Chang,CANADA,no_info,born 1970,
Alexander Chuhaldin,CANADA,no_info,1892,1951
Gustav Ciamaga,CANADA,no_info,born 1930,
Chan Ka Nin,CANADA,no_info,born 1949,
Derek Charke,CANADA,no_info,born 1974,
Benoît Charest,CANADA,no_info,born 1964,
Stephen Chatman,CANADA,no_info,born 1950,
Brian Cherney,CANADA,no_info,born 1942,
Neil Chotem,CANADA,no_info,1920,2008
Dolores Claman,CANADA,no_info,born 1927,
F. R. C. Clarke,CANADA,no_info,1931,2009
James P. Clarke,CANADA,no_info,1807/8,1877
Bruce Cockburn,CANADA,no_info,born 1945,
Stephen Codman,CANADA,no_info,c. 1796,1852
Warren Cohen,CANADA,no_info,,
Leonard Cohen,CANADA,no_info,born 1934,
Michael Colgrass,CANADA,no_info,1932,2019
Ron Collier,CANADA,no_info,1930,2003
Alexis Contant,CANADA,no_info,1858,1918
Jean Coulthard,CANADA,no_info,1908,2000
Guillaume Couture,CANADA,no_info,1851,1915
Richard Covey,CANADA,no_info,born 1979,
Gabriel Cusson,CANADA,no_info,1903,1972
Jimmy Dale,CANADA,no_info,born 1935,
Eleanor Joanne Daley,CANADA,no_info,born 1955,
Omar Daniel,CANADA,no_info,born 1960,
Jeff Danna,CANADA,no_info,born 1964,
Mychael Danna,CANADA,no_info,born 1958,
Yves Daoust,CANADA,no_info,born 1946,
Lionel Daunais,CANADA,no_info,1901,1982
Raymond Daveluy,CANADA,no_info,1926,2016
Sarah Davachi,CANADA,no_info,born 1987,
Hugh Davidson,CANADA,no_info,born 1930,
Victor Davies,CANADA,no_info,born 1939,
Morris Davis,CANADA,no_info,1904,1968
Stu Davis,CANADA,no_info,1921,2007
Gordon Delamont,CANADA,no_info,1918,1981
Isabelle Delorme,CANADA,no_info,1900,1991
Allard de Ridder,CANADA,no_info,1887,1966
Jean Derome,CANADA,no_info,born 1955,
Alfred De Sève,CANADA,no_info,1858,1927
Jacques Desjardins,CANADA,no_info,,
Jean Deslauriers,CANADA,no_info,1909,1978
Robert Nathaniel Dett,CANADA,no_info,1882,1943
Alan Detweiler,CANADA,no_info,1926,2012
Zosha Di Castri,CANADA,no_info,born 1985,
Paul Dolden,CANADA,no_info,born 1956,
Samuel Dolin,CANADA,no_info,1917,2002
Emily Doolittle,CANADA,no_info,born 1972,
Margaret Drynan,CANADA,no_info,1915,1999
René Dupéré,CANADA,no_info,born 1946,
Kyle Bobby Dunn,CANADA,no_info,born 1986,
Colin Eatock,CANADA,no_info,born 1958,
Sophie Carmen Eckhardt-Gramatté,CANADA,no_info,1899,1974
Anne Eggleston,CANADA,no_info,1934,1994
Arne Eigenfeldt,CANADA,no_info,born 1962,
Carleton Elliott,CANADA,no_info,1928,2003
Lisle Ellis,CANADA,no_info,born 1951,
John Estacio,CANADA,no_info,born 1966,
José Evangelista,CANADA,no_info,born 1943,
Percy Faith,CANADA,no_info,1908,1976
Robert Farnon,CANADA,no_info,1917,2005
Jacques Faubert,CANADA,no_info,born 1952,
Robert Fleming,CANADA,no_info,1921,1976
Leila Fletcher,CANADA,no_info,1899,1988
John Fodi,CANADA,no_info,1944,2009
Clifford Ford,CANADA,no_info,born 1947,
Malcolm Forsyth,CANADA,no_info,1936,2011
W. O. Forsyth,CANADA,no_info,1859,1937
Achille Fortier,CANADA,no_info,1864,1939
David Foster,CANADA,no_info,born 1949,
Joseph-A. Fowler,CANADA,no_info,1845,1917
Jason Frederick,CANADA,no_info,born 1970,
Harry Freedman,CANADA,no_info,1922,2005
Susan Frykberg,CANADA,no_info,born 1954,
Vivian Fung,CANADA,no_info,born 1975,
Kim Gaboury aka aKido,CANADA,no_info,born 1976,
Gérald Gagnier,CANADA,no_info,1926,1961
J.-J. Gagnier,CANADA,no_info,1885,1949
René Gagnier,CANADA,no_info,1892,1951
Alain Gagnon,CANADA,no_info,born 1938,
Ernest Gagnon,CANADA,no_info,1834,1915
Gustave Gagnon,CANADA,no_info,1842,1930
Henri Gagnon,CANADA,no_info,1887,1961
Serge Garant,CANADA,no_info,1929,1986
Mort Garson,CANADA,no_info,1924,2008
Desmond Gaspar,CANADA,no_info,born 1970,
James Gayfer,CANADA,no_info,1916,1997
"James Gelfand,",CANADA,no_info,born 1959,
Steven Gellman,CANADA,no_info,born 1947,
Eric Genuis,CANADA,no_info,,
Graham George,CANADA,no_info,1912,1993
Aaron Gervais,CANADA,no_info,born 1980,
Richard Gibson,CANADA,no_info,born 1953,
Allan Gilliland,CANADA,no_info,born 1965,
Srul Irving Glick,CANADA,no_info,1934,2002
Denis Gougeon,CANADA,no_info,born 1951,
Glenn Gould,CANADA,no_info,1932,1982
Trevor Grahl,CANADA,no_info,born 1984,
Hector Gratton,CANADA,no_info,1900,1970
Peter Hannan,CANADA,no_info,born 1953,
Hagood Hardy,CANADA,no_info,1937,1997
Chris Harman,CANADA,no_info,born 1970,
Johana Harris,CANADA,no_info,1912,1995
Charles A.E. Harriss,CANADA,no_info,1862,1929
Christos Hatzis,CANADA,no_info,born 1953,
John Hawkins,CANADA,no_info,1944,2007
Donald Heins,CANADA,no_info,1878,1949
Jacques Hétu,CANADA,no_info,1938,2010
W. H. Hewlett,CANADA,no_info,1873,1940
Jim Hiscott,CANADA,no_info,born 1948,
Alice Ping Yee Ho,CANADA,no_info,born 1960,
Bruce Holder,CANADA,no_info,1905,1987
Derek Holman,CANADA,no_info,born 1931,
Anna Höstman,CANADA,no_info,born 1972,
Charles Houdret,CANADA,no_info,1905-after 1964,
Melissa Hui,CANADA,no_info,born 1966,
Richard Hunt,CANADA,no_info,1930,2011
Ricky Hyslop,CANADA,no_info,1915,1998
Scott Irvine,CANADA,no_info,born 1953,
Airat Ichmouratov,CANADA,no_info,born 1973,
Rhené Jaque,CANADA,no_info,1918,2006
Frantz Jehin-Prume,CANADA,no_info,1839,1899
Otto Joachim,CANADA,no_info,1910,2010
Richard Johnston,CANADA,no_info,1917,1997
Charles Jones,CANADA,no_info,1910,1997
Kelsey Jones,CANADA,no_info,1922,2004
Michael Jones,CANADA,no_info,born 1942,
James Keelaghan,CANADA,no_info,born 1959,
Jack Kane,CANADA,no_info,1924,1961
Udo Kasemets,CANADA,no_info,1919,2014
Iain Kelso,CANADA,no_info,born 1975,
Talivaldis Kenins,CANADA,no_info,1919,2008
Moe Koffman,CANADA,no_info,1928,2001
Gary Koftinoff,CANADA,no_info,,
Rudolf Komorous,CANADA,no_info,born 1931,
Peter Paul Koprowski,CANADA,no_info,born 1947,
Nikolai Korndorf,CANADA,no_info,1947,2001
Mark Korven,CANADA,no_info,,
Veronika Krausas,CANADA,no_info,born 1963,
David Kristian,CANADA,no_info,born 1967,
Gary Kulesha,CANADA,no_info,born 1954,
Alfred Kunz,CANADA,no_info,1929,2019
Larysa Kuzmenko,CANADA,no_info,born 1956,
Milan Kymlicka,CANADA,no_info,1936,2008
Larry Lake,CANADA,no_info,1943,2013
Jean-Baptiste Labelle,CANADA,no_info,1825,1898
Fariborz Lachini,CANADA,no_info,born 1949,
Alfred La Liberté,CANADA,no_info,1882,1952
Alcides Lanza,CANADA,no_info,born 1929,
Eugène Lapierre,CANADA,no_info,1899,1970
